Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO¸Z£Æq/kWh (direct),Carbon Intensity gCO¸Z£Æq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/2/12 19:00,Ireland,Ireland,IE,283.9,350.63,47.38,47.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 20:00,Ireland,Ireland,IE,257.25,318.89,52.32,52.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 21:00,Ireland,Ireland,IE,231.81,288.6,57.04,57.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 22:00,Ireland,Ireland,IE,203.7,255.14,62.25,62.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 23:00,Ireland,Ireland,IE,197.67,247.96,63.36,63.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 0:00,Ireland,Ireland,IE,193.91,243.48,64.06,64.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 1:00,Ireland,Ireland,IE,190.95,239.95,64.61,64.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 2:00,Ireland,Ireland,IE,183.11,230.63,66.06,66.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 3:00,Ireland,Ireland,IE,166.63,211.01,69.12,69.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 4:00,Ireland,Ireland,IE,173.64,219.35,67.82,67.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 5:00,Ireland,Ireland,IE,202.04,253.16,62.56,62.56,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 6:00,Ireland,Ireland,IE,235.64,293.16,56.33,56.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 7:00,Ireland,Ireland,IE,256.13,317.56,52.53,52.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 8:00,Ireland,Ireland,IE,264.77,327.85,50.93,50.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 9:00,Ireland,Ireland,IE,268.97,332.85,50.15,50.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 10:00,Ireland,Ireland,IE,253.18,314.05,53.08,53.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 11:00,Ireland,Ireland,IE,230.92,287.54,57.2,57.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 12:00,Ireland,Ireland,IE,208.41,260.75,61.37,61.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 13:00,Ireland,Ireland,IE,202.96,254.26,62.38,62.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 14:00,Ireland,Ireland,IE,194.54,244.24,63.95,63.95,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 15:00,Ireland,Ireland,IE,210.51,263.25,60.99,60.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 16:00,Ireland,Ireland,IE,245.26,304.62,54.55,54.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 17:00,Ireland,Ireland,IE,266.69,330.13,50.57,50.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 18:00,Ireland,Ireland,IE,265.11,328.26,50.87,50.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 19:00,Ireland,Ireland,IE,238.51,296.58,55.8,55.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 20:00,Ireland,Ireland,IE,200.22,251,62.89,62.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 21:00,Ireland,Ireland,IE,180.02,226.94,66.64,66.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 22:00,Ireland,Ireland,IE,145.05,185.31,73.12,73.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/13 23:00,Ireland,Ireland,IE,111.75,145.67,79.29,79.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 0:00,Ireland,Ireland,IE,91.89,122.02,82.97,82.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 1:00,Ireland,Ireland,IE,89,118.59,83.5,83.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 2:00,Ireland,Ireland,IE,92.33,122.55,82.89,82.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 3:00,Ireland,Ireland,IE,85,113.82,84.25,84.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 4:00,Ireland,Ireland,IE,84.01,112.64,84.43,84.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 5:00,Ireland,Ireland,IE,99.97,131.65,81.47,81.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 6:00,Ireland,Ireland,IE,142.96,182.83,73.5,73.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 7:00,Ireland,Ireland,IE,171.59,216.91,68.2,68.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 8:00,Ireland,Ireland,IE,176.97,223.31,67.2,67.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 9:00,Ireland,Ireland,IE,164.81,208.83,69.46,69.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 10:00,Ireland,Ireland,IE,158.97,201.89,70.54,70.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 11:00,Ireland,Ireland,IE,154.84,196.97,71.3,71.3,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 12:00,Ireland,Ireland,IE,148.45,189.36,72.49,72.49,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 13:00,Ireland,Ireland,IE,146.29,186.79,72.89,72.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 14:00,Ireland,Ireland,IE,146.51,187.05,72.85,72.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 15:00,Ireland,Ireland,IE,170.24,215.3,68.45,68.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 16:00,Ireland,Ireland,IE,186.63,234.82,65.41,65.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 17:00,Ireland,Ireland,IE,199.68,250.35,62.99,62.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 18:00,Ireland,Ireland,IE,197.98,248.33,63.31,63.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 19:00,Ireland,Ireland,IE,179.12,225.87,66.8,66.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 20:00,Ireland,Ireland,IE,145.1,185.37,73.11,73.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 21:00,Ireland,Ireland,IE,123.11,159.19,77.18,77.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 22:00,Ireland,Ireland,IE,106.24,139.11,80.31,80.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/14 23:00,Ireland,Ireland,IE,111.85,145.78,79.27,79.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 0:00,Ireland,Ireland,IE,105.01,137.64,80.54,80.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 1:00,Ireland,Ireland,IE,127.45,164.35,76.38,76.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 2:00,Ireland,Ireland,IE,210,262.64,61.08,61.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 3:00,Ireland,Ireland,IE,274.81,340.78,48.81,48.23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 4:00,Ireland,Ireland,IE,292.77,362.28,45.43,44.86,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 5:00,Ireland,Ireland,IE,309.32,381.06,42.61,42.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 6:00,Ireland,Ireland,IE,323.8,398.12,39.99,39.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 7:00,Ireland,Ireland,IE,311.23,383.21,42.3,42.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 8:00,Ireland,Ireland,IE,278.32,344.35,48.26,48.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 9:00,Ireland,Ireland,IE,263.3,327.32,50.71,50.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 10:00,Ireland,Ireland,IE,267.6,331.97,50.12,49.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 11:00,Ireland,Ireland,IE,258.01,319.8,52.18,52.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 12:00,Ireland,Ireland,IE,218.27,272.49,59.55,59.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 13:00,Ireland,Ireland,IE,206.24,258.17,61.78,61.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 14:00,Ireland,Ireland,IE,218.08,272.26,59.58,59.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 15:00,Ireland,Ireland,IE,221.44,276.26,58.96,58.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 16:00,Ireland,Ireland,IE,206.97,259.03,61.64,61.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 17:00,Ireland,Ireland,IE,197.26,247.47,63.44,63.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 18:00,Ireland,Ireland,IE,212.41,265.51,60.63,60.63,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 19:00,Ireland,Ireland,IE,207.7,259.9,61.51,61.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 20:00,Ireland,Ireland,IE,202.17,253.38,62.5,62.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 21:00,Ireland,Ireland,IE,224.06,279.38,58.47,58.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 22:00,Ireland,Ireland,IE,237.99,295.97,55.89,55.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/15 23:00,Ireland,Ireland,IE,259.8,322.83,51.6,50.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 0:00,Ireland,Ireland,IE,257.65,321.79,51.55,49.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 1:00,Ireland,Ireland,IE,284.27,353.99,46.53,44.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 2:00,Ireland,Ireland,IE,293.51,365.45,44.78,42.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 3:00,Ireland,Ireland,IE,301.66,375.77,43.09,40.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 4:00,Ireland,Ireland,IE,286.91,358.46,45.64,42.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 5:00,Ireland,Ireland,IE,320.64,396.61,39.69,38.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 6:00,Ireland,Ireland,IE,351.89,432.76,34.22,33.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 7:00,Ireland,Ireland,IE,358.97,442.9,32.01,30.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 8:00,Ireland,Ireland,IE,346.56,428.5,34.11,32.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 9:00,Ireland,Ireland,IE,342.61,423.78,34.94,33.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 10:00,Ireland,Ireland,IE,318.4,394.82,39.53,37.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 11:00,Ireland,Ireland,IE,282.6,351.96,46.24,44.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 12:00,Ireland,Ireland,IE,263.33,327.78,50.45,49.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 13:00,Ireland,Ireland,IE,233.09,290.58,56.59,56.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 14:00,Ireland,Ireland,IE,204.98,256.66,62.01,62.01,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 15:00,Ireland,Ireland,IE,169.12,213.96,68.66,68.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 16:00,Ireland,Ireland,IE,162.96,206.64,69.8,69.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 17:00,Ireland,Ireland,IE,167.11,211.57,69.03,69.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 18:00,Ireland,Ireland,IE,175.16,221.16,67.54,67.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 19:00,Ireland,Ireland,IE,173.47,219.15,67.85,67.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 20:00,Ireland,Ireland,IE,158.67,201.52,70.59,70.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 21:00,Ireland,Ireland,IE,139.22,178.37,74.2,74.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 22:00,Ireland,Ireland,IE,120.81,156.45,77.61,77.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/16 23:00,Ireland,Ireland,IE,98.54,129.93,81.74,81.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 0:00,Ireland,Ireland,IE,100.47,132.23,81.38,81.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 1:00,Ireland,Ireland,IE,110.42,144.08,79.54,79.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 2:00,Ireland,Ireland,IE,111.95,145.9,79.25,79.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 3:00,Ireland,Ireland,IE,118.48,153.68,78.04,78.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 4:00,Ireland,Ireland,IE,117.52,152.53,78.22,78.22,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 5:00,Ireland,Ireland,IE,120.47,156.05,77.67,77.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 6:00,Ireland,Ireland,IE,114.87,149.38,78.71,78.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 7:00,Ireland,Ireland,IE,136.48,175.11,74.71,74.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 8:00,Ireland,Ireland,IE,189.34,238.04,64.91,64.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 9:00,Ireland,Ireland,IE,258.89,320.94,51.99,51.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 10:00,Ireland,Ireland,IE,287.61,355.97,46.47,45.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 11:00,Ireland,Ireland,IE,297.78,369.11,44.41,43.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 12:00,Ireland,Ireland,IE,294.42,365.09,45.04,43.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 13:00,Ireland,Ireland,IE,306.99,380.32,42.67,41.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 14:00,Ireland,Ireland,IE,300.27,372.12,43.89,42.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 15:00,Ireland,Ireland,IE,280.31,348.25,47.49,46.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 16:00,Ireland,Ireland,IE,247.32,307.59,53.98,53.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 17:00,Ireland,Ireland,IE,213.02,266.23,60.52,60.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 18:00,Ireland,Ireland,IE,216.42,270.28,59.89,59.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 19:00,Ireland,Ireland,IE,203.31,254.68,62.32,62.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 20:00,Ireland,Ireland,IE,170.76,215.92,68.35,68.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 21:00,Ireland,Ireland,IE,145.29,185.59,73.07,73.07,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 22:00,Ireland,Ireland,IE,111.71,145.62,79.3,79.3,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/17 23:00,Ireland,Ireland,IE,102.1,134.18,81.08,81.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 0:00,Ireland,Ireland,IE,106.2,139.06,80.32,80.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 1:00,Ireland,Ireland,IE,94.8,125.48,82.43,82.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 2:00,Ireland,Ireland,IE,96.3,127.27,82.15,82.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 3:00,Ireland,Ireland,IE,100.69,132.5,81.34,81.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 4:00,Ireland,Ireland,IE,104.46,136.98,80.64,80.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 5:00,Ireland,Ireland,IE,99.37,130.92,81.58,81.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 6:00,Ireland,Ireland,IE,97.01,128.12,82.02,82.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 7:00,Ireland,Ireland,IE,109.31,142.76,79.74,79.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 8:00,Ireland,Ireland,IE,137.77,176.79,74.44,74.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 9:00,Ireland,Ireland,IE,145.77,186.17,72.98,72.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 10:00,Ireland,Ireland,IE,139.48,178.68,74.15,74.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 11:00,Ireland,Ireland,IE,128.4,165.78,76.15,75.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 12:00,Ireland,Ireland,IE,128.35,165.43,76.21,76.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 13:00,Ireland,Ireland,IE,120.9,156.56,77.59,77.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 14:00,Ireland,Ireland,IE,120.9,156.56,77.59,77.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 15:00,Ireland,Ireland,IE,129.35,166.62,76.03,76.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 16:00,Ireland,Ireland,IE,125.63,162.19,76.72,76.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 17:00,Ireland,Ireland,IE,122.68,158.67,77.26,77.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 18:00,Ireland,Ireland,IE,163.74,207.71,69.61,69.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 19:00,Ireland,Ireland,IE,197.25,247.99,63.27,62.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 20:00,Ireland,Ireland,IE,182.26,231.21,65.74,64.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 21:00,Ireland,Ireland,IE,182.18,230.96,65.88,64.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 22:00,Ireland,Ireland,IE,196.89,248.34,63.1,61.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/18 23:00,Ireland,Ireland,IE,229.45,287.74,56.98,54.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 0:00,Ireland,Ireland,IE,274.99,342.36,48.45,45.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 1:00,Ireland,Ireland,IE,279.58,347.95,47.61,44.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 2:00,Ireland,Ireland,IE,254.38,318.25,52.15,48.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 3:00,Ireland,Ireland,IE,233.55,293.67,56.02,52.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 4:00,Ireland,Ireland,IE,237.42,297.65,55.51,52.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 5:00,Ireland,Ireland,IE,263.73,327.93,50.77,49.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 6:00,Ireland,Ireland,IE,281.76,348.47,47.68,47.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 7:00,Ireland,Ireland,IE,260.86,323.19,51.65,51.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 8:00,Ireland,Ireland,IE,238.78,296.9,55.75,55.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 9:00,Ireland,Ireland,IE,229.12,285.4,57.54,57.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 10:00,Ireland,Ireland,IE,207.13,259.22,61.61,61.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 11:00,Ireland,Ireland,IE,187.87,236.29,65.18,65.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 12:00,Ireland,Ireland,IE,174.8,220.73,67.6,67.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 13:00,Ireland,Ireland,IE,170.9,216.09,68.33,68.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 14:00,Ireland,Ireland,IE,167.31,211.82,68.99,68.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 15:00,Ireland,Ireland,IE,167.68,212.25,68.92,68.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 16:00,Ireland,Ireland,IE,170.85,216.03,68.34,68.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 17:00,Ireland,Ireland,IE,182.16,229.49,66.24,66.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 18:00,Ireland,Ireland,IE,190.35,239.33,64.69,64.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 19:00,Ireland,Ireland,IE,186.73,234.94,65.39,65.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 20:00,Ireland,Ireland,IE,179.07,225.81,66.81,66.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 21:00,Ireland,Ireland,IE,160.97,204.27,70.17,70.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 22:00,Ireland,Ireland,IE,127.17,164.02,76.43,76.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/19 23:00,Ireland,Ireland,IE,125.48,162.01,76.75,76.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/20 0:00,Ireland,Ireland,IE,123.85,160.07,77.05,77.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/20 1:00,Ireland,Ireland,IE,122.34,158.27,77.33,77.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/20 2:00,Ireland,Ireland,IE,127.22,164.09,76.42,76.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/20 3:00,Ireland,Ireland,IE,128.6,165.73,76.17,76.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/20 4:00,Ireland,Ireland,IE,130.03,167.43,75.9,75.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
