Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO¸Z£Æq/kWh (direct),Carbon Intensity gCO¸Z£Æq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/6/23 21:00,Ireland,Ireland,IE,247.23,309.96,52.28,52.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/23 22:00,Ireland,Ireland,IE,242.18,304.7,52.79,52.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/23 23:00,Ireland,Ireland,IE,243.57,307.12,52.19,50.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 0:00,Ireland,Ireland,IE,224.22,282.53,56.59,56.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 1:00,Ireland,Ireland,IE,200.76,254.38,61.1,60.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 2:00,Ireland,Ireland,IE,185.77,236.08,64.13,64.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 3:00,Ireland,Ireland,IE,165.39,211.53,68.08,68.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 4:00,Ireland,Ireland,IE,155.87,200.1,69.91,69.86,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 5:00,Ireland,Ireland,IE,153.27,197.26,70.27,69.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 6:00,Ireland,Ireland,IE,182.7,232.99,64.45,63.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 7:00,Ireland,Ireland,IE,224.07,282.72,56.55,55.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 8:00,Ireland,Ireland,IE,262.99,329.7,49.04,47.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 9:00,Ireland,Ireland,IE,269.29,336.82,47.97,47.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 10:00,Ireland,Ireland,IE,265.49,332.14,48.72,48.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 11:00,Ireland,Ireland,IE,237.46,298.35,54.15,53.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 12:00,Ireland,Ireland,IE,232.14,292.27,55.1,54.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 13:00,Ireland,Ireland,IE,202.64,257.77,60.57,59.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 14:00,Ireland,Ireland,IE,183.94,234.19,64.41,64.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 15:00,Ireland,Ireland,IE,179.05,227.96,65.44,65.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 16:00,Ireland,Ireland,IE,165.16,211.39,68.06,67.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 17:00,Ireland,Ireland,IE,161.97,207.42,68.74,68.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 18:00,Ireland,Ireland,IE,154.01,197.84,70.28,70.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 19:00,Ireland,Ireland,IE,143.71,185.46,72.26,72.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 20:00,Ireland,Ireland,IE,133.83,173.58,74.17,74.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 21:00,Ireland,Ireland,IE,132.2,171.61,74.48,74.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 22:00,Ireland,Ireland,IE,135.71,175.84,73.81,73.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/24 23:00,Ireland,Ireland,IE,130.54,169.62,74.8,74.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 0:00,Ireland,Ireland,IE,145.41,187.5,71.94,71.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 1:00,Ireland,Ireland,IE,139.6,180.51,73.06,73.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 2:00,Ireland,Ireland,IE,132.47,171.94,74.43,74.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 3:00,Ireland,Ireland,IE,136.95,177.33,73.57,73.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 4:00,Ireland,Ireland,IE,147.49,190,71.53,71.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 5:00,Ireland,Ireland,IE,232.8,292.85,54.98,54.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 6:00,Ireland,Ireland,IE,304.51,380.83,40.53,38.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 7:00,Ireland,Ireland,IE,312.84,392.09,38.63,35.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 8:00,Ireland,Ireland,IE,336.94,421.18,34.06,30.86,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 9:00,Ireland,Ireland,IE,359.7,448.38,29.79,26.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 10:00,Ireland,Ireland,IE,372.15,463.26,27.47,24.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 11:00,Ireland,Ireland,IE,341.83,426.75,33.32,30.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 12:00,Ireland,Ireland,IE,335.78,419.32,34.51,31.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 13:00,Ireland,Ireland,IE,306.78,384.62,40.02,37.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 14:00,Ireland,Ireland,IE,272.64,343.41,46.68,43.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 15:00,Ireland,Ireland,IE,256.65,323.01,50.06,47.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 16:00,Ireland,Ireland,IE,283.71,354.32,45.09,44.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 17:00,Ireland,Ireland,IE,281.66,351.94,45.42,44.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 18:00,Ireland,Ireland,IE,286.31,357.08,44.69,44.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 19:00,Ireland,Ireland,IE,278.8,348.67,45.86,44.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 20:00,Ireland,Ireland,IE,288.37,360.81,43.68,41.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 21:00,Ireland,Ireland,IE,299.12,374.54,41.15,38.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 22:00,Ireland,Ireland,IE,275.03,345.6,45.81,41.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/25 23:00,Ireland,Ireland,IE,253.44,319.22,50.24,46.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 0:00,Ireland,Ireland,IE,241.15,304.79,52.47,47.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 1:00,Ireland,Ireland,IE,222.45,282.27,55.93,50.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 2:00,Ireland,Ireland,IE,208.24,264.81,58.76,53.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 3:00,Ireland,Ireland,IE,203.12,258.58,59.8,55.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 4:00,Ireland,Ireland,IE,242.93,305.92,52.45,49.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 5:00,Ireland,Ireland,IE,257.79,323.24,49.96,48.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 6:00,Ireland,Ireland,IE,296.83,371.22,42.05,39.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 7:00,Ireland,Ireland,IE,321.6,401.61,37.14,34.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 8:00,Ireland,Ireland,IE,329.57,411.23,35.63,32.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 9:00,Ireland,Ireland,IE,320.95,400.72,37.42,34.56,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 10:00,Ireland,Ireland,IE,298.43,373.73,41.81,38.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 11:00,Ireland,Ireland,IE,276.18,346.9,46.15,43.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 12:00,Ireland,Ireland,IE,286.99,359.98,44.07,41.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 13:00,Ireland,Ireland,IE,280.6,352.25,45.28,42.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 14:00,Ireland,Ireland,IE,297.46,372.44,41.92,39.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 15:00,Ireland,Ireland,IE,301.23,377.09,41.06,38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 16:00,Ireland,Ireland,IE,316.11,395.22,37.83,35.01,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 17:00,Ireland,Ireland,IE,326.73,407.99,35.62,32.84,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 18:00,Ireland,Ireland,IE,344.74,429.23,32.34,29.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 19:00,Ireland,Ireland,IE,363.21,451.83,28.47,25.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 20:00,Ireland,Ireland,IE,373.56,464.44,26.32,22.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 21:00,Ireland,Ireland,IE,368.65,458.39,27.36,24.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 22:00,Ireland,Ireland,IE,351.59,437.72,30.79,27.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/26 23:00,Ireland,Ireland,IE,325.07,405.52,36.12,33.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 0:00,Ireland,Ireland,IE,277.85,347.66,45.86,44.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 1:00,Ireland,Ireland,IE,227.1,286.38,55.8,55.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 2:00,Ireland,Ireland,IE,196.43,249.41,61.76,61.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 3:00,Ireland,Ireland,IE,176.31,225.02,65.76,65.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 4:00,Ireland,Ireland,IE,151.91,195.31,70.68,70.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 5:00,Ireland,Ireland,IE,152.05,195.49,70.65,70.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 6:00,Ireland,Ireland,IE,169.24,216.16,67.34,67.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 7:00,Ireland,Ireland,IE,200.09,253.43,61.28,61.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 8:00,Ireland,Ireland,IE,231.02,290.49,55.39,55.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 9:00,Ireland,Ireland,IE,249.69,312.95,51.79,51.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 10:00,Ireland,Ireland,IE,253.78,318.53,50.66,49.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 11:00,Ireland,Ireland,IE,257.37,322.19,50.31,50.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 12:00,Ireland,Ireland,IE,235.11,295.71,54.47,54.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 13:00,Ireland,Ireland,IE,235.46,296.07,54.42,54.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 14:00,Ireland,Ireland,IE,244.72,306.96,52.76,52.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 15:00,Ireland,Ireland,IE,252,315.69,51.36,51.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 16:00,Ireland,Ireland,IE,275.46,343.9,46.84,46.84,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 17:00,Ireland,Ireland,IE,295.17,367.62,43.03,43.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 18:00,Ireland,Ireland,IE,312.38,388.31,39.71,39.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 19:00,Ireland,Ireland,IE,319.09,396.38,38.41,38.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 20:00,Ireland,Ireland,IE,342.03,424.09,33.9,33.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 21:00,Ireland,Ireland,IE,356.36,442.36,30.45,29.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 22:00,Ireland,Ireland,IE,360.11,447.59,29.29,27.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/27 23:00,Ireland,Ireland,IE,358.68,446.98,28.85,25.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 0:00,Ireland,Ireland,IE,345.42,431.44,31.16,27.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 1:00,Ireland,Ireland,IE,359.85,449.09,28.23,24.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 2:00,Ireland,Ireland,IE,377.09,469.99,24.75,20.95,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 3:00,Ireland,Ireland,IE,367.09,457.79,26.77,23.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 4:00,Ireland,Ireland,IE,355.19,441.58,30.28,28.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 5:00,Ireland,Ireland,IE,332.44,412.55,35.76,35.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 6:00,Ireland,Ireland,IE,327.7,408.3,35.79,34.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 7:00,Ireland,Ireland,IE,324.78,405.68,35.83,33.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 8:00,Ireland,Ireland,IE,367.41,456.3,28.03,25.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 9:00,Ireland,Ireland,IE,402.27,497.89,21.52,19.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 10:00,Ireland,Ireland,IE,416.79,514.74,19.07,18.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 11:00,Ireland,Ireland,IE,398.21,492,22.9,22.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 12:00,Ireland,Ireland,IE,398.71,492.34,22.94,22.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 13:00,Ireland,Ireland,IE,392.87,485.12,24.17,24.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 14:00,Ireland,Ireland,IE,387.23,478.33,25.26,25.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 15:00,Ireland,Ireland,IE,374.45,462.97,27.73,27.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 16:00,Ireland,Ireland,IE,365.7,452.43,29.42,29.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 17:00,Ireland,Ireland,IE,365.24,451.88,29.51,29.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 18:00,Ireland,Ireland,IE,361.62,447.53,30.2,30.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 19:00,Ireland,Ireland,IE,367.61,454.74,29.05,29.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 20:00,Ireland,Ireland,IE,390.97,482.83,24.54,24.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 21:00,Ireland,Ireland,IE,411.96,508.07,20.49,20.49,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 22:00,Ireland,Ireland,IE,408.72,504.18,21.11,21.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/28 23:00,Ireland,Ireland,IE,396.78,489.82,23.42,23.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 0:00,Ireland,Ireland,IE,395.11,487.81,23.74,23.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 1:00,Ireland,Ireland,IE,398.88,492.34,23.01,23.01,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 2:00,Ireland,Ireland,IE,405.8,500.66,21.68,21.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 3:00,Ireland,Ireland,IE,410.2,506.45,20.55,20.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 4:00,Ireland,Ireland,IE,415.23,512.1,19.81,19.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 5:00,Ireland,Ireland,IE,413.88,510.65,19.97,19.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 6:00,Ireland,Ireland,IE,399.18,494.73,21.93,20.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 7:00,Ireland,Ireland,IE,397.07,493.24,21.9,18.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 8:00,Ireland,Ireland,IE,402.44,499.69,20.93,17.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 9:00,Ireland,Ireland,IE,380.99,473.89,25.19,22.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 10:00,Ireland,Ireland,IE,354.46,441.92,30.34,28.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 11:00,Ireland,Ireland,IE,351.69,438.1,31.1,29.23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 12:00,Ireland,Ireland,IE,349.42,434.28,32,30.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 13:00,Ireland,Ireland,IE,333.64,414.06,35.53,35.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 14:00,Ireland,Ireland,IE,301,374.62,41.91,41.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 15:00,Ireland,Ireland,IE,281.62,351.32,45.65,45.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 16:00,Ireland,Ireland,IE,273.6,341.67,47.19,47.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 17:00,Ireland,Ireland,IE,290.13,361.55,44,44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 18:00,Ireland,Ireland,IE,311.87,387.72,39.8,39.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 19:00,Ireland,Ireland,IE,333.02,413.35,35.6,35.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 20:00,Ireland,Ireland,IE,355.92,441.68,30.72,29.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 21:00,Ireland,Ireland,IE,349.53,434.22,31.87,30.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 22:00,Ireland,Ireland,IE,315.82,393.65,38.45,36.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/29 23:00,Ireland,Ireland,IE,311.43,388.77,39.11,36.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 0:00,Ireland,Ireland,IE,313.77,391.09,38.91,37.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 1:00,Ireland,Ireland,IE,291.12,363.36,43.52,42.63,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 2:00,Ireland,Ireland,IE,303.83,378.53,41.12,40.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 3:00,Ireland,Ireland,IE,264.26,330.51,48.96,48.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 4:00,Ireland,Ireland,IE,231.35,291.06,55.26,54.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 5:00,Ireland,Ireland,IE,244.28,306.44,52.84,52.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 6:00,Ireland,Ireland,IE,242.86,305.21,52.88,52.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 7:00,Ireland,Ireland,IE,256.87,322.6,49.94,48.84,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 8:00,Ireland,Ireland,IE,261.57,328.16,49.12,47.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 9:00,Ireland,Ireland,IE,253.91,318.37,50.83,50.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 10:00,Ireland,Ireland,IE,245.63,308.51,52.4,51.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 11:00,Ireland,Ireland,IE,217.83,275.76,57.52,56.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 12:00,Ireland,Ireland,IE,199.44,253.35,61.18,60.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 13:00,Ireland,Ireland,IE,180.96,230.43,65.01,64.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 14:00,Ireland,Ireland,IE,181.67,231.1,64.94,64.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 15:00,Ireland,Ireland,IE,175.23,223.37,66.18,66.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 16:00,Ireland,Ireland,IE,175.88,224.15,66.05,66.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 17:00,Ireland,Ireland,IE,172.32,219.87,66.74,66.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 18:00,Ireland,Ireland,IE,180.6,229.83,65.14,65.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 19:00,Ireland,Ireland,IE,178.04,226.75,65.64,65.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 20:00,Ireland,Ireland,IE,176.61,225.02,65.91,65.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 21:00,Ireland,Ireland,IE,164.28,210.2,68.29,68.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 22:00,Ireland,Ireland,IE,141.72,183.33,72.55,72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/6/30 23:00,Ireland,Ireland,IE,142.54,184.06,72.49,72.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 0:00,Ireland,Ireland,IE,181.93,233.14,64.55,64.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 1:00,Ireland,Ireland,IE,207.52,264.64,59.4,58.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 2:00,Ireland,Ireland,IE,180.26,231.68,64.69,63.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 3:00,Ireland,Ireland,IE,175.11,225.5,65.64,64.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 4:00,Ireland,Ireland,IE,184.29,236.37,63.94,63.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 5:00,Ireland,Ireland,IE,192.64,246.13,62.46,62.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/7/1 6:00,Ireland,Ireland,IE,235.87,298.6,54,53.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
